Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Forgot Password,IE 11,,,2019-09-18 13:56:03,2019-09-18 13:57:41,1m - 38.548s,INCOMPLETE
,,,,,,,
Test Cases/Login and Logout - Notifications/Login,IE 11,,,2019-09-18 13:56:03,2019-09-18 13:56:37,33.524s,PASSED
"openBrowser("""")",IE 11,,,2019-09-18 13:56:05,2019-09-18 13:56:13,8.702s,PASSED
"navigateToUrl(""https://samsung-adzu4-staging.codeworldwide.com/#"")",IE 11,,,2019-09-18 13:56:13,2019-09-18 13:56:16,2.490s,PASSED
"setText(findTestObject(""Object Repository/Login/Page_Samsung Marketing Cloud/Username_Text""), ""satinder.gandhi@codeworldwide.com"")",IE 11,,,2019-09-18 13:56:16,2019-09-18 13:56:24,7.929s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/Page_Samsung Marketing Cloud/Password_text""), ""yfq/9fVkW5+QvfzWq38qvg=="")",IE 11,,,2019-09-18 13:56:24,2019-09-18 13:56:28,4.288s,PASSED
"click(findTestObject(""Object Repository/Login/Page_Samsung Marketing Cloud/button_Login""))",IE 11,,,2019-09-18 13:56:28,2019-09-18 13:56:33,5.258s,PASSED
maximizeWindow(),IE 11,,,2019-09-18 13:56:33,2019-09-18 13:56:35,1.420s,PASSED
,,,,,,,
Test Cases/Translation/Select Langauge - German,IE 11,,,2019-09-18 13:56:37,2019-09-18 13:57:05,28.077s,PASSED
"click(findTestObject(""Logout/Page_Samsung Marketing Cloud/span_gandhi""))",IE 11,,,2019-09-18 13:56:38,2019-09-18 13:56:43,5.011s,PASSED
"click(findTestObject(""Globalization/Page_Samsung Marketing Cloud/a_Globalisation Info""))",IE 11,,,2019-09-18 13:56:43,2019-09-18 13:56:46,3.851s,PASSED
"click(findTestObject(""Globalization/Page_Samsung Marketing Cloud/Culture _Dropdown""))",IE 11,,,2019-09-18 13:56:46,2019-09-18 13:56:50,3.804s,PASSED
delay(1),IE 11,,,2019-09-18 13:56:50,2019-09-18 13:56:51,1.061s,PASSED
"setText(findTestObject(""Globalization/Page_Samsung Marketing Cloud/Culture_ddText""), ""German"")",IE 11,,,2019-09-18 13:56:51,2019-09-18 13:56:55,4.126s,PASSED
"click(findTestObject(""Globalization/Page_Samsung Marketing Cloud/div_German (Germany)""))",IE 11,,,2019-09-18 13:56:55,2019-09-18 13:56:59,3.684s,PASSED
"click(findTestObject(""Globalization/Page_Samsung Marketing Cloud/Page_Base/button_Save""))",IE 11,,,2019-09-18 13:56:59,2019-09-18 13:57:03,3.684s,PASSED
,,,,,,,
Test Cases/Translation/Forgot Password - German,IE 11,,,2019-09-18 13:57:05,2019-09-18 13:57:32,26.973s,PASSED
"openBrowser("""")",IE 11,,,2019-09-18 13:57:06,2019-09-18 13:57:15,8.926s,PASSED
"navigateToUrl(""https://samsung-adzu4-staging.codeworldwide.com/#"")",IE 11,,,2019-09-18 13:57:15,2019-09-18 13:57:18,3.869s,PASSED
"click(findTestObject(""Object Repository/Login/Page_Samsung Marketing Cloud/Forgot password""))",IE 11,,,2019-09-18 13:57:18,2019-09-18 13:57:26,7.492s,PASSED
"kms.turing.katalon.plugins.visualtesting.ScreenCapture.takeScreenshot(""c:\Adzu\Screenshot\ForgotPassword_actual.png"", CONTINUE_ON_FAILURE)",IE 11,,,2019-09-18 13:57:26,2019-09-18 13:57:28,1.902s,PASSED
"kms.turing.katalon.plugins.visualtesting.ImageComparison.areMatched(""C:\Adzu\Screenshot\ForgotPassword_expected.png"", ""C:\Adzu\Screenshot\ForgotPassword_actual.png"", CONTINUE_ON_FAILURE)",IE 11,,,2019-09-18 13:57:28,2019-09-18 13:57:28,0.256s,PASSED
closeBrowser(),IE 11,,,2019-09-18 13:57:28,2019-09-18 13:57:30,1.690s,PASSED
,,,,,,,
Test Cases/Login and Logout - Notifications/Logout - Yes Button,IE 11,,,2019-09-18 13:57:32,2019-09-18 13:57:41,9.308s,FAILED
"click(findTestObject(""Logout/Page_Samsung Marketing Cloud/span_gandhi""))",IE 11,,,2019-09-18 13:57:32,2019-09-18 13:57:35,2.235s,FAILED
"click(findTestObject(""Logout/Page_Samsung Marketing Cloud/Logout""))",IE 11,,,2019-09-18 13:57:35,2019-09-18 13:57:37,2.157s,FAILED
"click(findTestObject(""Logout/Page_Samsung Marketing Cloud/button_Yes""))",IE 11,,,2019-09-18 13:57:37,2019-09-18 13:57:39,2.270s,FAILED
closeBrowser(),IE 11,,,2019-09-18 13:57:39,2019-09-18 13:57:39,0.061s,PASSED
