Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Campaigns,Chrome 77.0.3865.90,,,2019-10-10 12:10:43,2019-10-10 12:14:11,3m - 27.491s,INCOMPLETE
,,,,,,,
Test Cases/Login and Logout - Notifications/Login,Chrome 77.0.3865.90,,,2019-10-10 12:10:43,2019-10-10 12:11:03,19.295s,PASSED
"openBrowser("""")",Chrome 77.0.3865.90,,,2019-10-10 12:10:44,2019-10-10 12:10:49,5.345s,PASSED
"navigateToUrl(""https://samsung-adzu4-staging.codeworldwide.com/#"")",Chrome 77.0.3865.90,,,2019-10-10 12:10:49,2019-10-10 12:10:51,2.242s,PASSED
"setText(findTestObject(""Object Repository/Login/Page_Samsung Marketing Cloud/Username_Text""), ""satinder.gandhi@codeworldwide.com"")",Chrome 77.0.3865.90,,,2019-10-10 12:10:51,2019-10-10 12:10:54,3.317s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/Page_Samsung Marketing Cloud/Password_text""), ""yfq/9fVkW5+QvfzWq38qvg=="")",Chrome 77.0.3865.90,,,2019-10-10 12:10:54,2019-10-10 12:10:58,3.251s,PASSED
"click(findTestObject(""Object Repository/Login/Page_Samsung Marketing Cloud/button_Login""))",Chrome 77.0.3865.90,,,2019-10-10 12:10:58,2019-10-10 12:11:00,2.614s,PASSED
maximizeWindow(),Chrome 77.0.3865.90,,,2019-10-10 12:11:00,2019-10-10 12:11:03,2.281s,PASSED
,,,,,,,
Test Cases/Home Page/Campaigns/QLED 2019 Campaign,Chrome 77.0.3865.90,,,2019-10-10 12:11:03,2019-10-10 12:11:07,4.454s,PASSED
"navigateToUrl(""https://samsung-adzu4-staging.codeworldwide.com/#"")",Chrome 77.0.3865.90,,,2019-10-10 12:11:03,2019-10-10 12:11:04,1.041s,PASSED
waitForPageLoad(1),Chrome 77.0.3865.90,,,2019-10-10 12:11:04,2019-10-10 12:11:05,1.088s,PASSED
"click(findTestObject(""Home Page/Homa Page Tiles/Campaigns/a_QLED 2019""))",Chrome 77.0.3865.90,,,2019-10-10 12:11:05,2019-10-10 12:11:07,2.141s,PASSED
,,,,,,,
