Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Quick Link,Chrome 77.0.3865.90,,,2019-10-08 13:03:38,2019-10-08 13:04:39,1m - 1.117s,INCOMPLETE
,,,,,,,
Test Cases/Login and Logout - Notifications/Login,Chrome 77.0.3865.90,,,2019-10-08 13:03:38,2019-10-08 13:03:58,19.616s,PASSED
"openBrowser("""")",Chrome 77.0.3865.90,,,2019-10-08 13:03:39,2019-10-08 13:03:44,5.183s,PASSED
"navigateToUrl(""https://samsung-adzu4-staging.codeworldwide.com/#"")",Chrome 77.0.3865.90,,,2019-10-08 13:03:44,2019-10-08 13:03:46,2.591s,PASSED
"setText(findTestObject(""Object Repository/Login/Page_Samsung Marketing Cloud/Username_Text""), ""satinder.gandhi@codeworldwide.com"")",Chrome 77.0.3865.90,,,2019-10-08 13:03:46,2019-10-08 13:03:50,3.322s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/Page_Samsung Marketing Cloud/Password_text""), ""yfq/9fVkW5+QvfzWq38qvg=="")",Chrome 77.0.3865.90,,,2019-10-08 13:03:50,2019-10-08 13:03:53,3.207s,PASSED
"click(findTestObject(""Object Repository/Login/Page_Samsung Marketing Cloud/button_Login""))",Chrome 77.0.3865.90,,,2019-10-08 13:03:53,2019-10-08 13:03:55,2.581s,PASSED
maximizeWindow(),Chrome 77.0.3865.90,,,2019-10-08 13:03:55,2019-10-08 13:03:58,2.483s,PASSED
,,,,,,,
Test Cases/Home Page/Brand,Chrome 77.0.3865.90,,,2019-10-08 13:03:58,2019-10-08 13:04:05,6.928s,PASSED
"navigateToUrl(""https://samsung-adzu4-staging.codeworldwide.com/#"")",Chrome 77.0.3865.90,,,2019-10-08 13:03:58,2019-10-08 13:03:59,1.043s,PASSED
"scrollToElement(findTestObject(""Home Page/Page_Samsung Marketing Cloud/div_Quick Links""), 0)",Chrome 77.0.3865.90,,,2019-10-08 13:03:59,2019-10-08 13:04:01,2.116s,PASSED
"click(findTestObject(""Home Page/Page_Samsung Marketing Cloud/div_Brand""))",Chrome 77.0.3865.90,,,2019-10-08 13:04:01,2019-10-08 13:04:03,2.142s,PASSED
url = getUrl(),Chrome 77.0.3865.90,,,2019-10-08 13:04:03,2019-10-08 13:04:05,1.356s,PASSED
"verifyMatch(url, ""https://samsung-adzu4-staging.codeworldwide.com/#page/Assets?TagsID=c3478931-e7bb-4f43-84a7-561e1f41688e"", false)",Chrome 77.0.3865.90,,,2019-10-08 13:04:05,2019-10-08 13:04:05,0.022s,PASSED
,,,,,,,
Test Cases/Home Page/Learning,Chrome 77.0.3865.90,,,2019-10-08 13:04:05,2019-10-08 13:04:11,6.479s,PASSED
"navigateToUrl(""https://samsung-adzu4-staging.codeworldwide.com/#"")",Chrome 77.0.3865.90,,,2019-10-08 13:04:05,2019-10-08 13:04:06,1.026s,PASSED
"scrollToElement(findTestObject(""Home Page/Page_Samsung Marketing Cloud/div_Quick Links""), 0)",Chrome 77.0.3865.90,,,2019-10-08 13:04:06,2019-10-08 13:04:08,2.096s,PASSED
"click(findTestObject(""Home Page/Page_Samsung Marketing Cloud/div_Learning""))",Chrome 77.0.3865.90,,,2019-10-08 13:04:08,2019-10-08 13:04:10,2.152s,PASSED
url = getUrl(),Chrome 77.0.3865.90,,,2019-10-08 13:04:10,2019-10-08 13:04:11,1.024s,PASSED
"verifyMatch(url, ""https://samsung-adzu4-staging.codeworldwide.com/#page/Assets?TagsID=1a290171-39cc-4418-a06c-24d802e4c8df"", false)",Chrome 77.0.3865.90,,,2019-10-08 13:04:11,2019-10-08 13:04:11,0.003s,PASSED
,,,,,,,
Test Cases/Home Page/Help and Support,Chrome 77.0.3865.90,,,2019-10-08 13:04:11,2019-10-08 13:04:18,6.502s,PASSED
"navigateToUrl(""https://samsung-adzu4-staging.codeworldwide.com/#"")",Chrome 77.0.3865.90,,,2019-10-08 13:04:11,2019-10-08 13:04:12,1.026s,PASSED
"scrollToElement(findTestObject(""Home Page/Page_Samsung Marketing Cloud/div_Quick Links""), 0)",Chrome 77.0.3865.90,,,2019-10-08 13:04:12,2019-10-08 13:04:15,2.110s,PASSED
"click(findTestObject(""Home Page/Page_Samsung Marketing Cloud/div_Help and Support""))",Chrome 77.0.3865.90,,,2019-10-08 13:04:15,2019-10-08 13:04:17,2.200s,PASSED
url = getUrl(),Chrome 77.0.3865.90,,,2019-10-08 13:04:17,2019-10-08 13:04:18,1.008s,PASSED
"verifyMatch(url, ""https://samsung-adzu4-staging.codeworldwide.com/#page/Help-and-Support"", false)",Chrome 77.0.3865.90,,,2019-10-08 13:04:18,2019-10-08 13:04:18,0.003s,PASSED
,,,,,,,
Test Cases/Home Page/PVI,Chrome 77.0.3865.90,PVI updated1,,2019-10-08 13:04:18,2019-10-08 13:04:24,6.479s,PASSED
"navigateToUrl(""https://samsung-adzu4-staging.codeworldwide.com/#"")",Chrome 77.0.3865.90,,,2019-10-08 13:04:18,2019-10-08 13:04:19,1.026s,PASSED
"scrollToElement(findTestObject(""Home Page/Page_Samsung Marketing Cloud/div_Quick Links""), 0)",Chrome 77.0.3865.90,,,2019-10-08 13:04:19,2019-10-08 13:04:21,2.096s,PASSED
"click(findTestObject(""Home Page/Page_Samsung Marketing Cloud/div_PVI""))",Chrome 77.0.3865.90,,,2019-10-08 13:04:21,2019-10-08 13:04:23,2.173s,PASSED
url = getUrl(),Chrome 77.0.3865.90,,,2019-10-08 13:04:23,2019-10-08 13:04:24,1.010s,PASSED
"verifyMatch(url, ""https://samsung-adzu4-staging.codeworldwide.com/#page/PVI"", false)",Chrome 77.0.3865.90,,,2019-10-08 13:04:24,2019-10-08 13:04:24,0.002s,PASSED
,,,,,,,
Test Cases/Home Page/Europe Office,Chrome 77.0.3865.90,,,2019-10-08 13:04:24,2019-10-08 13:04:31,6.650s,PASSED
"navigateToUrl(""https://samsung-adzu4-staging.codeworldwide.com/#"")",Chrome 77.0.3865.90,,,2019-10-08 13:04:25,2019-10-08 13:04:26,1.029s,PASSED
"scrollToElement(findTestObject(""Home Page/Page_Samsung Marketing Cloud/div_Quick Links""), 0)",Chrome 77.0.3865.90,,,2019-10-08 13:04:26,2019-10-08 13:04:28,2.103s,PASSED
"click(findTestObject(""Home Page/Page_Samsung Marketing Cloud/Page_Samsung Marketing Cloud/Page_Samsung Marketing Cloud/div_Europe Office""))",Chrome 77.0.3865.90,,,2019-10-08 13:04:28,2019-10-08 13:04:30,2.156s,PASSED
url = getUrl(),Chrome 77.0.3865.90,,,2019-10-08 13:04:30,2019-10-08 13:04:31,1.143s,PASSED
"verifyMatch(url, ""https://samsung-adzu4-staging.codeworldwide.com/#page/Europe-Office"", false)",Chrome 77.0.3865.90,,,2019-10-08 13:04:31,2019-10-08 13:04:31,0.003s,PASSED
,,,,,,,
