Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Add Asset - swf file,IE 11,,,2019-09-17 10:37:00,2019-09-17 10:39:33,2m - 33.323s,INCOMPLETE
,,,,,,,
Test Cases/Login and Logout - Notifications/Login,IE 11,,,2019-09-17 10:37:01,2019-09-17 10:37:33,31.832s,PASSED
"openBrowser("""")",IE 11,,,2019-09-17 10:37:02,2019-09-17 10:37:10,8.130s,PASSED
"navigateToUrl(""https://samsung-adzu4-staging.codeworldwide.com/#"")",IE 11,,,2019-09-17 10:37:10,2019-09-17 10:37:14,4.253s,PASSED
"setText(findTestObject(""Object Repository/Login/Page_Samsung Marketing Cloud/Username_Text""), ""satinder.gandhi@codeworldwide.com"")",IE 11,,,2019-09-17 10:37:14,2019-09-17 10:37:20,5.431s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/Page_Samsung Marketing Cloud/Password_text""), ""yfq/9fVkW5+QvfzWq38qvg=="")",IE 11,,,2019-09-17 10:37:20,2019-09-17 10:37:24,4.106s,PASSED
"click(findTestObject(""Object Repository/Login/Page_Samsung Marketing Cloud/button_Login""))",IE 11,,,2019-09-17 10:37:24,2019-09-17 10:37:29,5.212s,PASSED
maximizeWindow(),IE 11,,,2019-09-17 10:37:29,2019-09-17 10:37:30,1.241s,PASSED
,,,,,,,
Test Cases/Assets/Add Asset Type -Video (swf file),IE 11,,,2019-09-17 10:37:33,2019-09-17 10:39:19,1m - 46.200s,FAILED
"click(findTestObject(""Assets/Page_Samsung Marketing Cloud/a_Assets""))",IE 11,,,2019-09-17 10:37:33,2019-09-17 10:37:40,6.465s,PASSED
waitForPageLoad(1),IE 11,,,2019-09-17 10:37:40,2019-09-17 10:37:43,3.313s,PASSED
"click(findTestObject(""Assets/Page_Samsung Marketing Cloud/button_Add Assets""))",IE 11,,,2019-09-17 10:37:43,2019-09-17 10:37:47,3.529s,PASSED
"check(findTestObject(""Assets/Page_Samsung Marketing Cloud/a_Single""))",IE 11,,,2019-09-17 10:37:47,2019-09-17 10:37:59,12.547s,PASSED
waitForPageLoad(1),IE 11,,,2019-09-17 10:37:59,2019-09-17 10:38:00,1.111s,PASSED
"click(findTestObject(""Assets/Page_Samsung Marketing Cloud/Dropdown arrow""))",IE 11,,,2019-09-17 10:38:00,2019-09-17 10:38:04,3.787s,PASSED
"click(findTestObject(""Assets/Video Asset/div_Video""))",IE 11,,,2019-09-17 10:38:04,2019-09-17 10:38:09,4.585s,PASSED
"click(findTestObject(""Assets/Video Asset/radiobutton_File_typeOfVideo""))",IE 11,,,2019-09-17 10:38:09,2019-09-17 10:38:12,3.591s,PASSED
delay(1),IE 11,,,2019-09-17 10:38:12,2019-09-17 10:38:13,1.062s,PASSED
"uploadFile(findTestObject(""Assets/Video Asset/Upload_Asset_Video""), ""C:\Adzu\Asset\AssetSWF.swf"")",IE 11,,,2019-09-17 10:38:13,2019-09-17 10:38:19,5.461s,PASSED
delay(2),IE 11,,,2019-09-17 10:38:19,2019-09-17 10:38:21,2.016s,PASSED
"click(findTestObject(""Assets/Page_Samsung Marketing Cloud/AssetGroup_dd""))",IE 11,,,2019-09-17 10:38:21,2019-09-17 10:38:25,4.068s,PASSED
"setText(findTestObject(""Assets/Page_Samsung Marketing Cloud/input_Document_s2id_autogen51_search""), ""katya"")",IE 11,,,2019-09-17 10:38:25,2019-09-17 10:38:29,3.721s,FAILED
"click(findTestObject(""Assets/Video Asset/Page_Samsung Marketing Cloud/div_Katyas asset group UAT 491""))",IE 11,,,2019-09-17 10:38:29,2019-09-17 10:39:08,39.569s,FAILED
"setText(findTestObject(""Assets/Page_Samsung Marketing Cloud/input_Name_Asset_Name (1)""), ""VideoAsset_AutoTest"")",IE 11,,,2019-09-17 10:39:08,2019-09-17 10:39:13,4.409s,PASSED
"click(findTestObject(""Assets/Page_Samsung Marketing Cloud/button_Save""))",IE 11,,,2019-09-17 10:39:13,2019-09-17 10:39:16,3.881s,PASSED
,,,,,,,
Test Cases/Login and Logout - Notifications/Logout - Yes Button,IE 11,,,2019-09-17 10:39:19,2019-09-17 10:39:33,14.715s,PASSED
"click(findTestObject(""Logout/Page_Samsung Marketing Cloud/span_Kirithan""))",IE 11,,,2019-09-17 10:39:20,2019-09-17 10:39:23,3.647s,PASSED
"click(findTestObject(""Logout/Page_Samsung Marketing Cloud/Logout""))",IE 11,,,2019-09-17 10:39:23,2019-09-17 10:39:27,3.646s,PASSED
"click(findTestObject(""Logout/Page_Samsung Marketing Cloud/button_Yes""))",IE 11,,,2019-09-17 10:39:27,2019-09-17 10:39:31,4.445s,PASSED
