Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Login,Chrome 77.0.3865.90,,,2019-10-14 09:46:33,2019-10-14 09:48:36,2m - 2.960s,INCOMPLETE
,,,,,,,
Test Cases/Login and Logout - Notifications/login Error,Chrome 77.0.3865.90,,,2019-10-14 09:46:33,2019-10-14 09:47:03,29.706s,PASSED
"openBrowser("""")",Chrome 77.0.3865.90,,,2019-10-14 09:46:34,2019-10-14 09:46:42,8.184s,PASSED
"navigateToUrl(""https://samsung-adzu4-staging.codeworldwide.com/#"")",Chrome 77.0.3865.90,,,2019-10-14 09:46:42,2019-10-14 09:46:45,2.457s,PASSED
"setText(findTestObject(""Object Repository/Login/Page_Samsung Marketing Cloud/Username_Text""), ""kirithan.kandasamy@codeworldwide.com"")",Chrome 77.0.3865.90,,,2019-10-14 09:46:45,2019-10-14 09:46:53,8.640s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/Page_Samsung Marketing Cloud/Password_text""), ""hsPFm2cfhkw="")",Chrome 77.0.3865.90,,,2019-10-14 09:46:53,2019-10-14 09:46:57,3.390s,PASSED
"click(findTestObject(""Object Repository/Login/Page_Samsung Marketing Cloud/button_Login""))",Chrome 77.0.3865.90,,,2019-10-14 09:46:57,2019-10-14 09:47:00,2.882s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-10-14 09:47:00,2019-10-14 09:47:01,1.104s,PASSED
"verifyElementText(findTestObject(""Login/Page_Samsung Marketing Cloud/div_Error                        Invalid username or password""), ""Error: Invalid username or password"")",Chrome 77.0.3865.90,,,2019-10-14 09:47:01,2019-10-14 09:47:03,2.389s,PASSED
,,,,,,,
Test Cases/Login and Logout - Notifications/Forgot Password,Chrome 77.0.3865.90,,,2019-10-14 09:47:03,2019-10-14 09:47:30,26.482s,PASSED
"openBrowser("""")",Chrome 77.0.3865.90,,,2019-10-14 09:47:04,2019-10-14 09:47:11,7.229s,PASSED
"navigateToUrl(""https://samsung-adzu4-staging.codeworldwide.com/#"")",Chrome 77.0.3865.90,,,2019-10-14 09:47:11,2019-10-14 09:47:13,2.129s,PASSED
"click(findTestObject(""Object Repository/Login/Page_Samsung Marketing Cloud/Forgot password""))",Chrome 77.0.3865.90,,,2019-10-14 09:47:13,2019-10-14 09:47:19,6.066s,PASSED
"setText(findTestObject(""Object Repository/Login/Page_Samsung Marketing Cloud/input_Enter your email address to receive a link to reset your password_email""), ""kirithan.kandasamy@codeworldwide.com"")",Chrome 77.0.3865.90,,,2019-10-14 09:47:19,2019-10-14 09:47:23,3.669s,PASSED
"click(findTestObject(""Object Repository/Login/Page_Samsung Marketing Cloud/button_Reset""))",Chrome 77.0.3865.90,,,2019-10-14 09:47:23,2019-10-14 09:47:25,2.387s,PASSED
"click(findTestObject(""Object Repository/Login/Page_Samsung Marketing Cloud/button_Ok""))",Chrome 77.0.3865.90,,,2019-10-14 09:47:25,2019-10-14 09:47:28,2.460s,PASSED
closeBrowser(),Chrome 77.0.3865.90,,,2019-10-14 09:47:28,2019-10-14 09:47:30,1.985s,PASSED
,,,,,,,
Test Cases/Login and Logout - Notifications/TC Pop-up,Chrome 77.0.3865.90,,,2019-10-14 09:47:30,2019-10-14 09:47:54,23.944s,PASSED
"openBrowser("""")",Chrome 77.0.3865.90,,,2019-10-14 09:47:31,2019-10-14 09:47:36,5.524s,PASSED
