Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Login,IE 11,,,2019-09-18 11:07:38,2019-09-18 11:08:13,35.356s,INCOMPLETE
,,,,,,,
Test Cases/Login and Logout - Notifications/Login,IE 11,,,2019-09-18 11:07:38,2019-09-18 11:08:01,23.285s,PASSED
"openBrowser("""")",IE 11,,,2019-09-18 11:07:39,2019-09-18 11:07:45,5.442s,PASSED
"navigateToUrl(""https://samsung-adzu4-staging.codeworldwide.com/#"")",IE 11,,,2019-09-18 11:07:45,2019-09-18 11:07:47,2.025s,PASSED
"setText(findTestObject(""Object Repository/Login/Page_Samsung Marketing Cloud/Username_Text""), ""satinder.gandhi@codeworldwide.com"")",IE 11,,,2019-09-18 11:07:47,2019-09-18 11:07:53,6.821s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/Page_Samsung Marketing Cloud/Password_text""), ""yfq/9fVkW5+QvfzWq38qvg=="")",IE 11,,,2019-09-18 11:07:53,2019-09-18 11:07:55,1.151s,PASSED
"click(findTestObject(""Object Repository/Login/Page_Samsung Marketing Cloud/button_Login""))",IE 11,,,2019-09-18 11:07:55,2019-09-18 11:07:58,3.354s,PASSED
maximizeWindow(),IE 11,,,2019-09-18 11:07:58,2019-09-18 11:07:59,1.284s,PASSED
,,,,,,,
Test Cases/Login and Logout - Notifications/Logout - Yes Button,IE 11,,,2019-09-18 11:08:01,2019-09-18 11:08:13,11.526s,PASSED
"click(findTestObject(""Logout/Page_Samsung Marketing Cloud/span_gandhi""))",IE 11,,,2019-09-18 11:08:02,2019-09-18 11:08:06,4.185s,PASSED
"click(findTestObject(""Logout/Page_Samsung Marketing Cloud/Logout""))",IE 11,,,2019-09-18 11:08:06,2019-09-18 11:08:08,1.532s,PASSED
"click(findTestObject(""Logout/Page_Samsung Marketing Cloud/button_Yes""))",IE 11,,,2019-09-18 11:08:08,2019-09-18 11:08:10,2.221s,PASSED
closeBrowser(),IE 11,,,2019-09-18 11:08:10,2019-09-18 11:08:11,0.713s,PASSED
